date,pays,Ligue,id_ligue,nom_club,id_club,id_joueur,nom,nationalité,age(saison correspondante),id_stats,Matches_Played,Minutes*,Goals,Shots,OnTarget,Ratio but par match
2017,Germany,Bundesliga,2,(ARS),4,174,Pierre-Emerick Aubameyang,Gabonaise,28,124,16,1480,13,58,27,"0,8125"
2017,Spain,La Liga,4,(SOC),81,175,Portu,Espagnole,25,125,35,3081,11,49,25,"0,314285714"
2017,Germany,Bundesliga,2,(BAY),8,183,Robert Lewandowski,Polonaise,29,126,24,2247,29,127,54,"1,208333333"
2017,Italy,Serie A,3,(PAR),68,185,Roberto Inglese,Italienne,26,127,33,2914,12,76,37,"0,363636364"
2017,Spain,La Liga,4,(VAL),91,187,Rodrigo,Espagnole,26,128,31,2770,16,92,38,"0,516129032"
2017,Germany,Bundesliga,2,(BOT),14,193,Salomon Kalou,Ivoirienne,32,129,27,2272,12,50,23,"0,444444444"
2017,Germany,Bundesliga,2,(HOF),39,195,Sandro Wagner,Allemande,30,130,18,1666,12,55,26,"0,666666667"
2017,Spain,La Liga,4,(CEL),21,197,Santi Mina,Espagnole,22,131,17,1630,12,43,20,"0,705882353"
2017,Germany,Bundesliga,2,(BAY),8,201,Serge Gnabry,Allemande,22,132,20,1555,10,49,23,"0,5"
2017,Italy,Serie A,3,(LAZ),46,202,Sergej Milinkovic-Savic,Serbe,22,133,33,3014,12,91,34,"0,363636364"
2017,Spain,La Liga,4,(LEV),51,205,Sergio Leon,Espagnole,28,134,23,2071,11,65,27,"0,47826087"
2017,Spain,La Liga,4,(TOR),87,207,Simone Zaza,Italien,26,135,23,2163,13,73,24,"0,565217391"
2017,Germany,Bundesliga,2,(DOR),25,213,Thorgan Hazard,Belge,24,136,33,3062,10,87,33,"0,303030303"
2017,Germany,Bundesliga,2,(CHE),22,214,Timo Werner,Allemande,21,137,28,2596,13,95,40,"0,464285714"
2017,Spain,La Liga,4,(SOC),81,218,Willian Josa,Brésilienne,26,138,32,2869,15,89,29,"0,46875"
2018,Germany,Bundesliga,2,(BMG),12,4,Alassane Plea,Brésilienne,25,139,28,2613,12,83,41,"0,428571429"
2018,England,Premier League,1,(ARS),4,6,Alexandre Lacazette,Française,27,140,27,2670,14,81,28,"0,518518519"
2018,Germany,Bundesliga,2,(FCA),30,8,Alfred Finnbogason,islandaise,29,141,17,1385,10,40,18,"0,588235294"
2018,Italy,Serie A,3,(TOR),87,10,Andrea Belotti,Italienne,24,142,37,3533,15,125,47,"0,405405405"
2018,Italy,Serie A,3,(NAP),63,11,Andrea Petagna,Belge,22,143,35,3196,16,89,41,"0,457142857"
2018,Germany,Bundesliga,2,(HOF),39,13,Andrej Kramaric,Croate,27,144,28,2527,16,110,43,"0,571428571"
2018,France,Ligue 1,5,(MPE),61,14,Andy Delort,Polonaise,26,145,36,3263,14,119,36,"0,388888889"
2018,France,Ligue 1,5,(PSG),69,15,Angel Di Maria,Argentine,30,146,28,2418,12,97,30,"0,428571429"
2018,Germany,Bundesliga,2,(ACM),1,18,Ante Rebic,Croate,24,147,23,2075,11,61,28,"0,47826087"
2018,Spain,La Liga,4,(BAR),7,21,Antoine Griezmann,Polonaise,27,148,37,3349,15,113,45,"0,405405405"
2018,Italy,Serie A,3,(NAP),63,23,Arkadiusz Milik,Italienne,24,149,27,2560,17,111,51,"0,62962963"
2018,England,Premier League,1,(BUR),17,24,Ashley Barnes,Slovaque,28,150,26,2569,12,65,30,"0,461538462"
2018,England,Premier League,1,(LEI),49,25,Ayoze Perez,Espagnole,25,151,34,3099,12,55,27,"0,352941176"
2018,Germany,Bundesliga,2,(SCH),78,26,Benito Raman,Belge,24,152,19,1781,10,55,26,"0,526315789"
2018,Spain,La Liga,4,(BET),10,27,Borja Iglesias,Serbe,25,153,35,3246,17,90,38,"0,485714286"
2018,England,Premier League,1,(NEW),64,29,Callum Wilson,Argentinienne,26,154,29,2714,14,65,29,"0,482758621"
2018,Spain,La Liga,4,(OSA),67,34,Chimy Avila,Argentinienne,24,155,20,2131,10,88,24,"0,5"
2018,Italy,Serie A,3,(LAZ),46,37,Ciro Immobile,Italienne,28,156,31,3046,15,124,49,"0,483870968"
2018,Spain,La Liga,4,(GIR),35,38,Cristhian Stuani,Espagnole,31,157,30,2897,19,77,39,"0,633333333"
2018,Italy,Serie A,3,(JUV),43,39,Cristiano Ronaldo,Portugaise,33,158,30,2857,21,177,68,"0,7"
2018,Italy,Serie A,3,(NAP),63,52,Dries Mertens,Anglaise,31,159,23,2416,16,89,39,"0,695652174"
2018,Italy,Serie A,3,(ATA),5,53,Duvan Zapata,Slovène,27,160,32,3064,23,118,50,"0,71875"
2018,England,Premier League,1,(RMA),73,54,Eden Hazard,Belge,27,161,32,3115,16,93,43,"0,5"
2018,Italy,Serie A,3,(ROM),74,55,Edin Dzeko,Bosnienne,32,162,28,2741,9,131,50,"0,321428571"
2018,France,Ligue 1,5,(MNU),59,56,Edinson Cavani,Allemande,31,163,20,1747,18,52,22,"0,9"
2018,France,Ligue 1,5,(CAE),18,58,Emiliano Sala,Guinéenne,27,164,16,1434,12,36,18,"0,75"
2018,Italy,Serie A,3,(SAM),75,60,Fabio Quagliarella,Italienne,35,165,37,3269,26,141,57,"0,702702703"
2018,France,Ligue 1,5,(GAL),33,61,Falcao,Colombienne,32,166,29,2699,15,94,41,"0,517241379"
2018,France,Ligue 1,5,(MAR),57,65,Florian Thauvin,Argentinienne,25,167,30,2741,16,101,35,"0,533333333"
2018,Italy,Serie A,3,(SAS),76,67,Francesco Caputo,Italienne,30,168,38,3641,16,96,43,"0,421052632"
2018,France,Ligue 1,5,(LOK),54,68,Francois Kamano,Française,22,169,29,2698,10,82,33,"0,344827586"
2018,France,Ligue 1,5,(MPE),61,71,Gaetan Laborde,Algérienne,24,170,36,3115,11,86,27,"0,305555556"
2018,Italy,Serie A,3,(PAR),68,74,Gervinho,Ivoirien,31,171,27,2430,11,44,19,"0,407407407"
2018,England,Premier League,1,(WAT),95,77,Glenn Murray,Anglaise,35,172,30,2684,13,54,21,"0,433333333"
2018,Italy,Serie A,3,(SAS),76,79,Gregoire Defrel,Française,27,173,26,2388,11,47,23,"0,423076923"
2018,England,Premier League,1,(EVE),29,81,Gylfi Sigurdsson,Islandaise,28,174,36,3302,13,86,33,"0,361111111"
2018,England,Premier League,1,(TOT),88,83,Harry Kane,Anglaise,25,175,27,2580,17,102,46,"0,62962963"
2018,Spain,La Liga,4,(CEL),21,84,Iago Aspas,Espagnole,31,176,26,2369,20,69,32,"0,769230769"
2018,Spain,La Liga,4,(BIL),11,86,Inaki Williams,Anglaise,24,177,36,3148,12,75,33,"0,333333333"
2018,Germany,Bundesliga,2,(HOF),39,88,Ishak Belfodil,Algérienne,26,178,20,1965,18,88,36,"0,9"
2018,Germany,Bundesliga,2,(DOR),25,91,Jadon Sancho,Anglaise,18,179,26,2602,13,40,21,"0,5"
2018,Spain,La Liga,4,(GET),34,92,Jaime Mata,Espagnole,29,180,27,2569,14,59,25,"0,518518519"
2018,England,Premier League,1,(LEI),49,94,Jamie Vardy,Anglaise,31,181,30,2886,18,79,38,"0,6"
2018,Germany,Bundesliga,2,(MAI),56,97,Jean-Philippe Mateta,Française,21,182,29,2587,14,97,34,"0,482758621"
2018,France,Ligue 1,5,(LIL),52,101,Jonathan Bamba,Égyptienne,22,183,35,3190,13,67,28,"0,371428571"
2018,Spain,La Liga,4,(GRA),36,102,Jorge Molina,Espagnole,36,184,28,2819,14,57,23,"0,5"
2018,England,Premier League,1,(BOU),15,105,Joshua King,Algérienne,26,185,34,3143,12,72,23,"0,352941176"
2018,Italy,Serie A,3,(ATA),5,106,Josip Ilicic,Uruguayenne,30,186,23,2262,12,101,38,"0,52173913"
2018,Germany,Bundesliga,2,(CHE),22,109,Kai Havertz,Allemande,19,187,33,3033,16,87,42,"0,484848485"
2018,Spain,La Liga,4,(RMA),73,110,Karim Benzema,Française,30,188,35,3072,21,104,44,"0,6"
2018,Germany,Bundesliga,2,(MON),60,116,Kevin Volland,Française,26,189,32,2945,14,87,43,"0,4375"
2018,Italy,Serie A,3,(BSC),16,117,Krzysztof Piatek,Portugaise,23,190,34,3147,23,118,52,"0,676470588"
2018,France,Ligue 1,5,(PSG),69,118,Kylian Mbappe-Lottin,Française,19,191,24,2488,33,125,70,"1,375"
2018,France,Ligue 1,5,(STR),85,121,Lebo Mothiba,Sud-Africaine,22,192,21,2154,10,36,19,"0,476190476"
2018,Italy,Serie A,3,(CAG),19,123,Leonardo Pavoletti,Néerlandaise,29,193,31,2903,16,84,33,"0,516129032"
2018,Spain,La Liga,4,(BAR),7,124,Lionel Messi,Italienne,31,194,29,2849,36,170,87,"1,24137931"
2018,Italy,Serie A,3,(NAP),63,126,Lorenzo Insigne,Italienne,27,195,24,2191,10,120,37,"0,416666667"
2018,Spain,La Liga,4,(ATL),6,133,Luis Suarez,Uruguayenne,31,196,31,2954,21,112,58,"0,677419355"
2018,Germany,Bundesliga,2,(RMA),73,134,Luka Jovic,Serbe,20,197,25,2353,17,97,42,"0,68"
2018,England,Premier League,1,(CRY),23,135,Luka Milivojevic,Serbe,27,198,38,3651,12,57,24,"0,315789474"
2018,France,Ligue 1,5,(REN),72,135,M'Baye Niang,Sénégalaise,23,199,19,1911,11,64,25,"0,578947368"
2018,Germany,Bundesliga,2,(DOR),25,139,Marco Reus,Allemande,29,200,27,2432,17,69,33,"0,62962963"
2018,Italy,Serie A,3,(JUV),43,143,Mario Mandzukic ,Croate,28,201,23,2125,9,31,17,"0,391304348"
2018,Italy,Serie A,3,(PSG),69,145,Mauro Icardi,Argentine,25,202,24,2314,11,73,29,"0,458333333"
2018,France,Ligue 1,5,(SIV),80,146,Max Gradel,Ivoirienne,30,203,36,3446,11,120,42,"0,305555556"
2018,Germany,Bundesliga,2,(UNB),90,147,Max Kruse,Allemande,30,204,32,2975,11,91,40,"0,34375"
2018,Spain,La Liga,4,(VAL),91,148,Maxi Gomez,Espagnole,22,205,33,3148,13,82,28,"0,393939394"
2018,France,Ligue 1,5,(LYO),55,150,Memphis Depay,Française,24,206,29,2900,10,110,39,"0,344827586"
2018,Spain,La Liga,4,(SOC),81,153,Mikel Oyarzabal,Espagnole,21,207,36,3300,13,66,28,"0,361111111"
2018,England,Premier League,1,(LIV),53,155,Mohamed Salah,Sénégalaise,26,208,37,3417,22,137,63,"0,594594595"
2018,Spain,La Liga,4,(LEV),51,156,Morales,Française,30,209,35,3381,12,65,33,"0,342857143"
2018,France,Ligue 1,5,(LYO),55,158,Moussa Dembele,Néerlandaise,22,210,21,2154,15,90,39,"0,714285714"
2018,France,Ligue 1,5,(PSG),69,160,Neymar,Brésilienne,26,211,16,1517,15,54,25,"0,9375"
2018,France,Ligue 1,5,(ARS),4,162,Nicolas Pepe,Ivoirienne,23,212,37,3533,22,118,60,"0,594594595"
